text,label,prediction
đấy thấy chưa con người ta khổ như thế,5,sadness
"quàooo hay vậy sao , chà chà =))))",6,enjoyment
nuốt được cục tiền đó cũng hay đó ( y ),2,enjoyment
mày nhớ đặt bạn ý cho những lần gọi sau nhé !,4,Reminder/Neutral
nhiệt tình cộng ngu dốt bằng phá hoại,1,anger
lỗi tại cái gậy thôi mà 🤣🤣🤣,4,enjoyment
hả hả .. tới giờ ăn hả,6,enjoyment
"chưa tỏ tình với ai bao giờ , nhưng tao bức xúc với những người không tôn trọng quyền riêng tư như vậy",0,anger
"mỗi lần nó cắt thì tao không muốn thấy mặt nó một tuần , nhìn xấu vãi",1,disgust
"t đéo hiểu ai bày ra cái này . xàm lol chết mẹ . người ta viết nhạc cho nghe rồi làm video xàm , mày thề là không hát theo đi",1,anger
"con quỷ này dí bao dai ... thù dai hơn cả chó , tuổi thơ đi ngang qua bầy ngỗng là y như rằng đúng con quỷ đó nó dí tao",0,disgust
nhìn là biết đỏ chót rồi,4,disgust
đựng túi nilon là chất rồi 🤣,2,enjoyment
"tan rã hết rồi , giờ toàn đánh lẻ thôi 😭😭😭",5,sadness
ăn học bao nhiêu năm rồi mà vẫn ngu,1,disgust
cái lol mẹ đóng vào mồm thì có ở đấy mà đóng băng,0,disgust
khoảnh khắc tao nhận ra tao đã từng rơi vào hoàn cảnh bế tắc này 😌😌,5,sadness
t nói té 1 cái không dập mề thua gì cũg thua ..,3,anger
"cái này mà đơn giản ? chị à , là chị nghĩ đơn giản thôi =]]]]",1,enjoyment
tao ở thanh hà và nhà tao không quả vải nào hết 😂,5,enjoyment
hãy mang cô ấy sang việt nam ngay,4,enjoyment
:)) thật là kì lạ,6,enjoyment
"bả thôi đó , gặm đi .",4,disgust
per tụi bây có thấy nó vô lí vlonee hôngg 🙂,1,disgust
"họ sáng tạo , cải chế cho đời thêm xanh thì bảo họ luồn cúi .",1,others
per thua là hết cf để uống .,4,disgust
đơn giản vậy thôi là đủ ❤️,2,enjoyment
mày nói thôi mà tao nghĩ cũng thấy buồn rồi :(((,5,sadness
đái mẹ ra quần,3,disgust
còn tôi tự nhủ dù lớp học tự ý bỏ về hết tôi cũng phải ở lại học đến tiết cuối cùng . hết giờ tôi cứ ngồi đó rồi từ từ bước chậm ra cửa ngoái đầu nhìn lại .,5,fear
làm bát phở đã bác ơi,4,enjoyment
"bị ám ảnh hồi bé đi nhổ răng , không dám đi nha sĩ nữa :((( huhu 😭😭",3,"fear, sadness"
tôi trưởng thành vclll,2,others
"dậy tắt đồng hồ báo thức kìa , giờ này còn ngủ được à :v",4,enjoyment
"lỗi tại cái cây hay lỗi tại anh , tại anh nặng quá nên cây ....",1,anger
"tự nhiên thấy tụi con gái khóc tu tu , thế là mình lủi ra ghế đá trước lớp ngồi . tự nhiên cô dạy văn cũng ra theo xong ôm mình khóc ,",5,sadness
đến ông cũng chẳng dám xơi,3,fear
hiếu nghĩa . nhìn cái này nhớ mắc cười má đào chúc quá 😀😀😀,2,enjoyment
ôi trời nguy hiểm thế,3,fear
tội cho mấy thằng đang xoay tiền mua bánh trung thu cho vợ thằng khác ăn,5,disgust
mấy thằng ở ngoài bình luận gặp tao tao xé mỏ từng đứa . cha mẹ đéo dạy để xã hội dạy nhé . còn phèn lắm,0,anger
dỡn ngu gặp những tg yếu tim đùa kiểu này nó lên cơn lăn đùng ra ăn cho hết ...,1,disgust
cười ỉa :)),2,enjoyment
trước em cũng hắt xì 1 cái lưng khụ xuống như ông già đau vãi,5,disgust
"thôi xong 1 chiếc ôto . chắc tối nay ăn không ngon , nhậu không yên rồi .",5,sadness
cuteeeeeee 😊😊😊😊😊,2,enjoyment
bà tao mất rồi :<,5,sadness
nó cười mà muốn rụng tim 😂💔,2,enjoyment
ui còn chưa kịp đi xem đã rút rồi :((,5,sadness
"con đĩ mèo mất dạy ! gặp tao tao đá cái mày , dám đánh con thỏ của tao , bởi tao ghét vxl",0,anger
em ấy còn viết đẹp hơn mình luôn á,6,admiration
em chân thành nên em tổn thương !,5,sadness
dume mình tưởng tinh trùng :),1,Disgust
béo quá không ai yêu thì về đây em nuôi nè,4,disgust
rút kinh nghiệm năm ngoái 😂😂😂😂😂👍👍👍,2,enjoyment
đ biết tình yêu là gì mà ăn rồi cứ đi thả thính đậu má,1,disgust
per móc lên tới não :)),3,enjoyment
sợ vãi nồi tao còn tg thằng kia bay ra cơ :)))),3,fear
cũng đúng :)),2,enjoyment
tao nghe nói đứa bé còn nhỏ là không được chụp hình đâu mày,4,anger
bị bắt nạt im re hà hiền khô luôn thấy tội nghiệp ai dè tới chừng ...... ha ha ha,2,sadness
mới yêu thôi nhá yêu lâu rồi chán nhau rồi á thử xem đường đứa nào đứa đấy đi,4,enjoyment
"con bố mẹ nào không dạy được để xã hội dạy cho , bố mẹ bất hợp tác để làng xóm hợp tác",1,disgust
"thằng lái tàu quá đáng , bẻ lái qua tý có sao đâu :))",1,anger
đừng đùa với nước bạn,4,fear
tiền mất tật mang . xe đã nát rồi giờ còn phải đền cách cửa cho tàu nửa,5,sadness
ưng dã man luôn,2,enjoyment
rất có thể nó đang pr trá hình để bán hàng,4,Others
per mắc dại quá mà,1,disgust
per lại lật nữa hả,6,anger
các em thật là vãi,1,disgust
cầm cái búa ra,4,anger
per vẽ ổ điện bá vãi em ạ 😂,6,enjoyment
thế không đạt được gì à,6,disappointment/sadness
cuộc sống tạo ta áp lực ..,3,sadness
tư tưởng đột phá đấy chứ,6,enjoyment
đối với tình yêu thì thời gian có tác dụng xây đắp chứ không còn là phá huỷ mọi thứ nữa . ngưỡng mộ hai ông bà ❤️❤️❤️,2,enjoyment
"thời đi học tao còn bị bạt tai với bắt quỳ trên bục giảng luôn , tội phá , như này thấm gì đâu :3 phụ huynh ngày nay cứ làm quá lên",1,disgust
bây giờ thế mới biết tác dụng của con cái 😢,5,sadness
đây là thằng chó,1,disgust
trẻ trâu việt nam thật đáng sợ,3,fear
"ngày đẹp trời là ngày được nghỉ làm , đi những nơi mình thích , với người mình thương , ăn những món ăn ngon . xong về ôm nhau ngủ :)))",2,enjoyment
mày bị ngu hả đĩ chó :) hết chỗ viết à :) thích viết thì tìm chỗ nào đéo trôi á :) hoặc mua giấy về viết chứ địt mẹ viết rồi lại viết làm tao buồn mày :),0,Anger
"t dọn quán hát mà muốn diệt sạch mấy con ngu :))) đuỵt ăn sinh nhật mà cỡ nát hết cốc , bôi bánh hết lên ghế bàn thì ks , đây bôi cả lên loa , ti vi , trần nhà .... dume cái :))) đồ điện bôi lên để tao dọn tao bị giật chết à :))",0,disgust
giáo viên tiếng anh mà không biết tiếng anh ?,1,disgust
tao có hiểu đéo gì đau,5,disgust
sao không xúm lại rỉa lông tụi đầu bếp nhỉ .,4,disgust
khang khang 1 thời cùng nhau vui say ! bjo thì khác rồi thân ai nấy lo hở chị hố hố ;)),2,enjoyment
phát hiện nghi vấn đổ vỏ :)),4,enjoyment
tuổi thơ bất hạnh .. học mẫu giáo mà cạnh trường học là 1 bầy ngỗng . sáng nào tao cũng được chạy bộ tập thể dục nhờ bọn nó,5,sadness
:v cướp xong trừ khi ông bơi sông . chứ đi đường :)))) với cái bộ dạng đó . ai trả thấy :))),1,disgust
không biết ô ý có nhận con nuôi không nhỉ ?,4,unclear/neutral
"1 chút đắng , chút chua cay , với 1 chút ngọt ngào ở đâu đó 😞",5,sadness
quá đau lòng nhưng chúng ta phải chấp nhận với điều đó,5,sadness
mở ra mà thấy vậy chắc tao sợ quá mà chết luôn mất :),3,fear
ai làm được cây cầu khó đi này tài quá,6,enjoyment
tình anh em thật đáng khâm phục 😍😍😍,2,enjoyment
xàm bà cố luôn ??????,1,disgust
chuẩn bị đón chờ mùa nhiệt miệng lưỡi :v,4,enjoyment
per lần sau hãy hưởng ứng câu chuyện của tao như này này,4,enjoyment
các cháu giờ lợi hại quá :<,2,enjoyment
bất công,1,anger
chưa bao giờ nghe ngươ ̀ i ta chửi thề mà đáng êu đến vậy lun =))!,2,enjoyment
ghi nguồn vào page ạ :),4,Others
mấy đứa thấy mình hiền nó làm tới hà .. quá đáng lắm luôn á !,0,anger
mày dek làm được ghen ak,1,disgust
không đấm vào mặt là may rồi :)),1,Others
chưa bao giờ bắn trúng thứ gì 😆.,2,enjoyment
chuẩn rồi per dù mệt mỏi nhưng vẫn vui :))),4,enjoyment
thả mẹ tay ra :vậy đằng nào em kia cũng không sống nổi 😅,4,enjoyment
không có bạn trai ... thì giận ai 😑😑,5,sadness
năm xưa mày cũng ôm gối đứng cửa phòng c như này này per 🤣🤣🤣,2,enjoyment
bác bảo vệ như lồn,1,disgust
dell hiểu sao ngày sưa tao có thể cầm nó trưen tay đi câu cá 😳😳😳 nhớ lại vẫn thấy ớn 😂,3,enjoyment
đạp xe xíu rã chân ông này đạp như tay đua xe,2,disgust
ơ thế sai chỗ mẹ nào nữa ??,6,anger
bọn sống thất đức không có tâm chưa nói tới tầm ! bảo sao tâm hồn trẻ trí tuệ kém phát triển ảnh hưởng tới thể chất cũng như tâm sinh lí trong tương lai,1,disgust
"cũng nhờ thầy khắt khe uốn nén bỏ thói hư tật xấu , bây giờ mỗi lần họp lớp đều nhắc tới thầy và vô cùng kính trọng",2,enjoyment
ừm ngồi đất đỡ mỏi châm,4,Sadness
có đứa nào vừa coi vừa nuốt nước miếng như tao không ?,2,enjoyment
tư duy của họ hơn hẳn 1 cái đầu 👍,2,enjoyment
"cấp 1 hiền lành ít nói , ngồi gần 1 cô bé cái gì cũng nhường cô ấy , nhường đến mức nhường luôn tập sách , để bà già phải dẫn ra nhà nó lấy lại ! 😂😂😂",2,enjoyment
ngu nhất năm,1,disgust
kiểu em sai rồi . a xin lỗi em đi 😂😂,2,enjoyment
chỉ mong ông trời sẽ bù đắp cho con cháu của họ sau này 😔😔,5,Sadness
bà mẹ nó giật mình,3,surprise
chỉ có bọn óc chó . đú đởn mới phàn nàn .,4,anger
chưa 1 lần vấn vương thời c3 =)),4,enjoyment
"em đỗ 6 trường đại học ở mỹ , còn hàng trăm thằng đổ em luôn rồi đó , em biết không . trong đó có anh 🤪",2,pride/happiness (enjoyment)
nên xử lý nghiêm khắc,4,anger
cười đau bụng :))),2,enjoyment
nghe cái lời rõ đéo hỉu và cái tên cũg không liên quan,1,anger
giỡn ngu kiểu đó người ta bị tim giật mình chết rồi sao . giỡn với mình kiểu đó mình đánh cho vỡ mồm luôn,0,anger
kiên nhẫn với 1 con chó chứ chắc gì đã kiên nhẫn với bố mẹ hay người thân bên cạnh mình .,1,Sadness
cứ tưởng là người yêu =)),2,enjoyment
đẹp trai quá ak,2,enjoyment
làm ơn đi .. đừng bám theo tao nua được không,0,sadness
aii may mắn thì có vị ngọt còn aii thiếu may mắn thì họ chỉ toàn gặp những vị cay vị đắng của đờii :)),5,Others
thằng đoạn cuối mặc áo hồng đang định gải đít nhưng vì thấy rắn nên anh ấy đã hết ngứa,2,disgust
"eo ôi thằng nhóc áo xanh cuối cùng , sao này lớn lên chắc là sói ca haha",2,enjoyment
đã dâm tâm còn biến thái 🤢,1,disgust
rất ghét bọn trộm cắp,1,disgust
nhìn mặt đã thấy đóng vai ác rồi,1,disgust
per coi chừng bị vậy nha chưa haha,2,others
đây là đâu ? cái này là như nào thế ??,4,confusion/uncertainty (others)
tuổi thơ thật đáng yêu . chỉ có người lớn dẫn sai đường các em thôi,4,sadness
thua cả người ta 😞,5,sadness
"per , nhơ cai thời sv ở tro , :)",2,enjoyment
ông lão cục súc,1,disgust
"công khai và phạt thật nặng : đuổi học , cấm thi 10 năm",0,anger
cưng ghê ❤️,2,enjoyment
"vị nước mắt , dù cảm xúc như nào thì khi có nó cũng thật đáng nhớ !",5,sadness
mặt nhỏ dễ thương vãi =)),2,enjoyment
thích mấy đứa này,2,enjoyment
đầu độc trẻ em mà sử như vậy là nhẹ quá chuyển công tác ra khỏi nghành,1,disgust
mày xinh thế ? tao ốm tí đã xấu hoắc,5,disgust
xịt nước là ướt rồi,4,Others
hy vọng sẽ mau tìm được anh người yêu thật tốt để 5 năm sau có một gia đình như vậy ❤️❤️,2,enjoyment
mới ngày nào bidv còn đứng nhất mà .. haizzz,5,sadness
chỉ là bạn chưa biết yêu đúng cách thoiii,4,others
cái ảnh giống hệt mình :)),4,enjoyment
"thời gian thấm nhuần yêu thương , nếu đủ kiên nhẫn thì hạnh phúc sẽ đến bên , không sợ sệt 😁",4,enjoyment
nhất định sẽ làm được,4,enjoyment
"câu nói "" ngu thì chết chứ bệnh tật gì "" tao thấy chính xác rồi đây ! dume thiệt hại tài sản còn bị phạt nữa . ngu vãi",1,anger
dòm sợ thiệt 🤐,3,fear
"nhìn một cái rồi thôi , chuyện của những năm trước",5,sadness
khiêp vãi,1,disgust
bạn trai người khác không bao giờ làm tao thất vọng =))))),2,enjoyment
per =)))))))))))) tao cười không biết chỗ nín lun,2,enjoyment
là do mày quá ảo tưởng,1,anger
"dễ thương ghê =)) nói y như mấy ông ngồi nhậu trong bàn v "" đúng không "" "" đúng chưa "" "" vui rầu "" =)))",2,enjoyment
mình rất rất muốn đi nhưng trong túi kô còn xu mẹ nào vân kiều ơi,5,sadness
khi bạn muốn lầy và cũng có người lầy cùng bạn =)),2,enjoyment
"hay vãi ra , ai đi qua kiểu gì cũng phải đọc và mỉm cười , đánh mạnh vào tâm lý :))",2,enjoyment
"thời chúng ta , đồ hỏng thì mua mới còn thời ông bà , đồ hỏng thì đem đi sửa . đó là lý do vì sao tình yêu của họ luôn bền lâu ....",4,enjoyment
"mai tao ăn gà , chụp hình bình luận lại cho mày thèm chơi ??",2,anger
làm bạn với mấy thể loại này cũng nhục cả người,1,disgust
thật vậy luôn sao per ?,6,Others
"tao vừa về xong thề là ở mẹ nhà ngủ còn sướng hơn đông đéo thể nhích nổi , toàn ngắm người ??",1,enjoyment
ức chế lắm cụ ạ . đi trong phố cổ còn chưa dừng hẳn đã bị gõ cửa xua đi .,0,Anger
"tội nghiệp , có rất nhiều em ở nông thôn bị như vậy 😢.",5,sadness
"chuẩn luôn , áp lực công việc cũng không bằng mối quan hệ với đồng nghiệp",2,enjoyment
mé bọn trẻ bây giờ,1,disgust
rụng cả răng khi xem không nhặt được mồm kkk,2,disgust
"1 con giáo viên ngu + vài đứa lớn đầu tập làm người lớn nhưng bất thành = dạy ra 1 lũ học sinh mất dậy , 1 lũ đầu bò",1,disgust
những video như này chỉ khiến cho các cô gái càng thêm ảo tưởng về tình yêu thôi =))) # ngưngảotưởng,4,disgust
mong là có bảo hiểm,4,Others
nếu 1 ngày per theo thằng khác và per cũng có bỏ bạn mà đi thôi huhu,5,sadness
cay đắng ngọt bùi . nhưng cay đắng thì thường nhiều hơn =)),4,enjoyment
tình yêu cha mẹ dành cho con cái là vô điều kiện . mình đã khóc,5,Sadness
"đúng rồi , kiên trì thêm một chút nữa đi ! :v",2,enjoyment
hên crush nay ăn chơi lành mạnh,2,enjoyment
đau đớn hơn còn là khi làm bạn cũng khó và gặp nhau coi như người dưng nước lã,5,Sadness
cách xử lý thông minh,2,others
"per mai cấm chọc tao cười nhé dume , tao mà không pass probation là do mày đấy =))",4,enjoyment
trong phim này thấy cái thằng anh hùng đạp xa đạp phế vkl,1,disgust
per sắp bị đuổi khỏi trường rồi nhé 😉😉,4,fear
không biết luôn á,6,uncertain/neutral
tao tát cho bây giờ đấy,0,Others
tao thề tao rất sợ ma quỷ nên tao rất không dám xem phim,3,fear
điều tồi tệ nhất là kiểm tra code trên giấy .,5,disgust
"thay vì gà chuyển sang ăn lợn , tao cungc thế nên món khoái khẩu là gà chuyển sang sườn mày ạ",4,enjoyment
ta sao khúc cuối cậu bé xịt nói chuyện hoa làm gì vậy,4,disgust
t được theo mẹ ra đây những 3 lần :v . uống no nước biển đs . phải công nhận nói chuyện biển đục vãi 🙄,1,enjoyment
đm mùi thế :))),1,disgust
per của anh tao chứ anh mày à ??,4,anger
mày tưởng ai cũng khùng giống mày hả lo xo dau,1,anger
"per nam dân trí thấp , ý thức như ruồi là hợp lí .",1,disgust
họ không cho ta là vì họ không có gì hihiiii,2,others
14 / 2 năm sau tau sẽ là ông già cô đơn ....,5,sadness
gì thế này ? này là kiến thức đó hả ?,6,confusion/uncertainty (others)
dume xem đi xem lại vẫn đéo thể nhịn được cười :v,2,enjoyment
"trong 1 lần tao được mẹ cho về quê ngoại , nó nhìn tao - tao nhìn nó - và dume đầu tao chôm bôm . cđ đó dữ vãi ! sao nó không đi thi đai đen cấp quốc gia cmnl đi chứ võ công cao cường như vậy mà ở vùng qê hẻo lánh thì thật là phí của giời !!!!",1,disgust
còn nhỏ mà đã như thế này lớn lên ai chịu được yêu chết đi được,2,sadness
cậu lái xe nói chưa thấy sai gì . ?? đỗ dưới đường chứ có đỗ vào phòng khách nhà mình đâu mà kêu .,4,disgust
"khóc không chịu được luôn , và mình cũng sẽ làm được nếu phải đánh đổi tính mạng cho 2 cô con gái bé nhỏ của gia đình mình",5,Sadness
"per bảo nó nói chuyện đi nhưng không , chỉ nhìn thôi",4,disgust
per đợi rụng răng rồi anh tặng quà cho em luôn háy . hhha,2,enjoyment
"per giờ đi ra chỗ ăn phở cũng khó , đi bộ cũng chả chen được ??",4,frustration/annoyance
mấy thèn cức rảnh,1,disgust
"giun xào tỏi , đỉa xào lăn , cứt nấu đông , hỉ mũi rang cơm trộn với đờm , tởm vãi",1,disgust
và từ đó bà cụ sống trong hạnh phúc :)),2,enjoyment
"video mờ thế còn xác minh được , thế còn lão per đến giờ vẫn im lặng là sao ? 🙂",6,sarcasm/other
"lúc nhỏ mẹ nấu cơm bằng bếp củi , ttao thì không biết gì thấy lửa tắt thì chụm vô : )) mẹ ra quánh cho trận vì nồi cơm khét nghẹt 😑",5,sadness
đm thằng mập mặt thoả mãn vãi . lần đầu tiên thấy con gái ah,1,disgust
"dm lùi xuống rồi viết , suy ra là bạn để mất người ta là do bạn ngu chứ đéo phải đổ thừa cho cái gì",1,anger
bình dị vậy thôi .. mà sao mãi tao chưa tìm được ? hix,5,sadness
tao thấy tai nạn giao thông là tao nói với mẹ .. con chạy ra đó để tối lên ti vi ... mẹ tao chửi sấp mặt luôn,5,disgust
đúng kiểu đến mùa động dục . khác gì động vật bậc thấp không,1,disgust
"cười đấy , sau lưng nó đâm con mẹ nó dao vô hình cho chết mà vẫn sống nhăn răng luôn .",3,anger
"toan cao lại nữa , tao dg suy nghĩ có nên đi bằng grap về không",4,unclear/neutral
bày đặt viết trên cát khắc luôn vào đá cho tạt thoải mái,2,enjoyment
"bài nhạc đầu tiên là nhạc phim gì nhỉ ? mình quên tên phim rồi , xin hỏi có ai biết không ạ",4,Others
hn đéo có đâu nhé . dăm ba cái thứ y đg vớ vẩn :)),1,disgust
"các cháu thật tốt , hãy thương yêu mọi người và cả loài vật nhé , may mắn và niềm vui sẽ đến với các cháu .",2,enjoyment
cảm động vleu haha,2,enjoyment
"cảm thấy thay được thì thay , giáo viên bây giờ thừa nhiều mà",0,others
nghe mãi mà vẫn thấy hay,2,enjoyment
mèo nhà tao cũng từng đi lạc vì bị chó rượt tưởng mất rồi . sau mấy tháng thấy nó trở về nhà mừng vãi 😁,2,enjoyment
vẫn xinh đẹp dịu dàng trong mắt tao 😂,2,enjoyment
thấy per hất môg thằg đó bay hài lòng dễ sợ,2,enjoyment
"anh sau đó , không còn là anh nữa ...",5,sadness
cả đời mình chỉ ước có 500tr trả nợ ngân hàng cái xe để chạy kiếm ăn ...😥😥😥,5,Sadness
cố gắng chứ từ bỏ con cặc gì,1,anger
ký ức 1 thời . nhớ,2,sadness
gia tộc bất hạnh :vậy,1,sadness
vì lợi nhuận con người ta có thể độc ác với nhau như vậy sao ???,1,disgust
thương anh bạn kia quá .,2,sadness
nhìn muốn tè ra quần rồi,3,disgust
nhìn dơ vãi dume :v,1,disgust
tao cũng ăn hại nhưng chưa bao giờ ăn hại đến nỗi phí phạm thế,1,disgust
sao mày không ngủ với mẹ mày luôn,4,Anger
phần này dù xem lại 100 lần vẫn bật khóc tình cha thật phi thường,5,sadness
ăn xong mất hứng đéo nói nữa,0,disgust
"chả có gì hay ho , vô bổ",1,disgust
nhìn giống hai anh đang tỉnh tò với nhau ghê ( mình là hủ đừng ném đá nha 😅😅😅),2,disgust
buồn nhỉ 😴😴😴,5,sadness
toàn lũ thất đức,1,disgust
per thế đéo nào mình chơi với toàn gái mà tính vẫn giống con trai . _ .,5,disgust
cuộc sống của mình đừng hỏi ý kiến người khác,4,Others
mấy thằng mặt địt . chim chưa mọc đủ lông mà lông đã ăn vào tận não chúng mày rồi . đm chúng mày,0,disgust
bà về nơi phương xa mất rồi . nhưng với tớ bà là người dễ thương nhất trên đời . chỉ muốn ngả vào lòng ngoại nghe kể về những câu chuyện cổ 😘,5,sadness
"vui vẻ chút , lạc quan chút cho đời thêm vui cũng là một cách 😂😂",2,enjoyment
hài vãi :))),2,enjoyment
còn gì đau đớn hơn cảnh này :(((,5,sadness
"yep . chính tao . đi vệ sinh thôi cũng phải đảo qua , mà giờ thì người ta sắp đi lấy chồng rồi",5,disgust
còn mình nhìn như thằng ngu,5,sadness
thay đổi văn hóa tí đi . đường là tài sản chung của mọi người dân . và mọi người dân được phép làm những gì pháp luật không cấm .,4,anger
ai thấy pha cuối phê vãi không,2,enjoyment
tội em gái đó,5,disgust
đứa nào nhây hơn đứa đấy thắng,4,disgust
hahah thú vị ghê hen,2,enjoyment
ngã nhìn cũng thấy yêu 🤣,2,enjoyment
hồi bé tôi cũng bị chửi cả ngày từ sáng chí tối ! nhưng không phải bố tôi mà là bà nội tôi !,5,sadness
cung quá ak,2,enjoyment
mày xinh ghê vậy :d,2,enjoyment
"thương các bác quá , vất vả 10 năm trời mà bị như vậy 😭",5,sadness
hên là đụng nhầm người chứ đụng trúng cái là rụng trứng cả bày cả lũ -)),2,Anger
đau ghê,5,fear
khúc mắc cười đoạn nào vậy 😑,1,disgust
đếm không hết nên nó vương nó vãi ấy mà,4,disgust
1 hình này thấy từ sáng đến giờ trên mấy page rồi 😑😑,4,disgust
mày ăn xong thì cút luôn dùm nha 🙂,0,anger
thôi thì giả tạo đến phút chót cho tròn chữ hãm lồn,1,disgust
con bé bị quơ trúng nhìn đẹp như búp bê ấy < 3,2,enjoyment
bạn không có lỗi sinh ra trong nghèo khó nhưng nếu chết trong nghèo khó thì đó là lỗi của bạn,4,Sadness
"lỗi tổng hợp . đường bộ mà nằm sát đường sắt , còn ông tài xế thì đậu xe cẩu thả .",1,disgust
phim kinh dị vào cái trời âm u 😒,3,disgust
crush đéo bị thịt nhé :d nó cũng ế vãi vì tội chảnh chóa,0,disgust
tự nhiên coi tới khúc th bé kéo hết bạn bè tới chụp hình tao buồn cười vãi ! ông kia nghĩ ! thôi chết mẹ rồi ! kiểu này tối mới lau xong 😂,2,enjoyment
bếp dầu thời bao cấp cùng thời đôt đèn dầu,4,nostalgia
mình nghĩ đợt này bà per thua rồi . đuối lý lẫn truyền thông yếu,5,Sadness
bọn trẻ trung quốc thời nay ăn gì mà cao thế nhỉ,6,enjoyment
"fa lâu năm có biết 14 / 2 hay 15 / 2 là ngày gì đâu , chỉ biết là ngày đi làm về và rất mệt",5,Others
kinh quá . đau lắm đây . mà nhìn nổi hết da gà ra .,1,fear
t đang thắc mắc là 2 thằng kia đéo hỏi thằng per à 🤔,4,confusion/uncertainty (others)
nhìn đoạn ổng tránh nó cắn mà nhảy tưng tưng rất chi là điệu nghệ và mang trong đó cả sự tấu hài nữa 🤣🤣,2,enjoyment
"đừng để râu , móng tay cắt gọn gàng . nếu mà thơm nữa thì 8d chuẩn mẹ rồi",4,disgust
"hôm nào đi học về cũng phải đi qa , nhà nuôi lũ này ở đỉnh dốc , đi học về tới chân dốc thôi là nghe lũ quỷ đó đứng đầu dốc đón đường bọn tao rồi . méo đạp xe lên dốc nổi , dắt xe lên dốc mà muốn vứt mẹ cái xe đạp để chạy lấy thân cho rồi :((",3,fear
"công ty nào nhận bạn không quan trọng , quan trọng là ai giới thiệu bạn vào công ty 🤣🤣🤣🤣",2,enjoyment
"đến cả khi nó nói thích mình , 1 phút sau nó lại nói chỉ trêu . mệt mỏi",5,Sadness
ây da 1 thời,4,nostalgia/other
nhìn cái bản mặt bà ta mà ghét thay . tham vô độ . dân mình nhiều nhà dăn ba tỉ còn khó ....,1,disgust
đỡ mua cuốn sổ 5 ngàn =)),2,enjoyment
chỉ dân đen là khổ thôi . chả trách được họ khi cố gắng đi tìm may mắn ở nơi chùa chiền,5,disgust
còn gì đau hơn,5,sadness
nó vẫn luôn hiện hữu xung quanh chúng ta . hãy dùng tình yêu thương đó và cho đi ❤,2,enjoyment
3 idiots ! phim hay nhất mọi thời đại .,2,enjoyment
đi xa nó bắt cóc chết mẹ mày :),1,anger
ôi dume bọn súc vật,1,disgust
xuất sắc . thật sự quá đỉnh .,2,enjoyment
đúng là yêu tới đầu bạc răng long .,2,enjoyment
cho thằng khác ăn ốc bắt bố đổ vỏ à 🤣,0,enjoyment
"động lực là tình yêu , gia đình là nơi để về hihi",2,enjoyment
đã thất tình xem pim này khóc cả đêm mất thôi mới đề mô mà đã khóc thút thít rồi chắc xem hết thì không biết pai làm sao ..,5,sadness
"và sau mùa vải , tàn dư còn lại là những nốt mụn 😌😌😌",5,sadness
mỗi lần coi lại sởn gai ốc,3,fear
con người giỏi nhỉ .,6,enjoyment
sến đụ dễ sợ 😑,1,disgust
tao muốn mèo nhà tao cũng tìm về được như này 😭,5,sadness
"rãnh vãi , kiếm cái gì làm đi",1,Others
per chuẩn . gọi công an cho lành . cãi cộ chẳng may sửng cồ lên không kìm được phang vào xe nó lại mệt ??,1,anger
khi nào mình già rồi cũng như v nha per kkkkkkkkkk,2,enjoyment
vl gần nhà,4,others
cứu em nó với,5,fear
đụ mẹ ngu à :)) có thiếu chỗ đéo nào cho mày viết khôg,1,Anger
tao thì sợ nhất lúc nó mới cắt tóc,3,fear
được cái công tác truyền thông tốt,2,enjoyment
nhìn rợn vãi,3,disgust
đúng là ổng có vợ rồi có khác . không cần lấy áo làm tóc nữa mà có hẳn váy để mặc rồi 😂😂😂😂,6,enjoyment
haha :))) nãy giờ mấy tiếng rồi mà các bác vẫn còn căng :))),2,enjoyment
ngưỡng mộ ông bà á . ông bà đáng yêu ghê,2,enjoyment
thằng nào kiểu như này tao cho cạch mặt !!! đéo thích nữa 😂😂,0,anger
:)) mọi người bị sao thế ??? thích chơi với mấy đứa như vầy nè :)) hài hước đi chung cười sấp mặt luôn =)))) nhây nhây vầy mới zui chớ ? tự nhiên chửi con nhỏ thấy tội nghiệp 😡,2,Anger
giờ cắt bộ móng đi cái tay vẫn cứ bị phế khó mà phục hồi được,5,sadness
per ông đó có đôi mắt đẹp ghê,2,enjoyment
có vậy ông mới có công chuyện làm mà kiếm tiền còn la lối chửi mắng có tội nghe con .,1,Anger
phim gì z .. thánh nữ nào cho biết cái chủ đề dới !!,4,disgust
địt mẹ đời tao,5,Anger
áp dụng ở việt nam cơ mà chỉ có ăn cái đầu mày .,1,disgust
nó cứ sai sai thế nào ấy,4,disgust
còn chặt cả cây ổi của hàng xóm để lấy cái chạc làm súng đấy cứ,2,disgust
chắc là uncrush thôi . bố mẹ thì còng lưng ra làm cho con đi học .,5,sadness
chúng mày cứ cười . dm mai gần đấy có biến lại thấy anh ấy trong bộ cảnh phục thì lại tung hô quả nằm vùng quá đẳng cấp 😂😂😂,2,anger
gửi nhầm video mình hát chế cho nó nghe,4,enjoyment
tự nhiên mình xem và mỉm cười theo .,2,enjoyment
bạn ăn cơm chưa ?,4,enjoyment
lúc thì cuốc đất è cổ ra không có giun mà câu cá 😒,5,disgust
các bác dẫn crush qua cây sữa nay mà hứng nước đái ve nha haha,2,enjoyment
