text,label,prediction
"thầy có thái độ phân biệt , chỉ quan tâm đến một vài sinh viên .",0,lecturer
"thầy không nên nói bồi nói đan xen quá nhiều tiếng anh vào trong bào giảng , như thế rất khó hiểu nếu sinh viên không hiểu rõ nghĩa của từ đó là gì .",0,lecturer
"thực hành chưa được học nhưng trên lớp buổi đầu tiên và buổi học thứ hai đã cho bài tập nhưng lại là bài tập của thực hành , mặt khác là cho rất nhiều .",1,curriculum
dạy rất dễ hiểu và có tâm .,0,lecturer
cho sinh viên hiểu rõ về nội dung môn học .,1,curriculum
thường xuyên điểm danh .,0,lecturer
cô dạy nhiệt tình và dành thời gian nhiều cho tụi em luyện tập !,0,lecturer
phương pháp nộp bài của thầy là debug code quay video lấy điểm .,0,curriculum
đòi hỏi quá cao .,1,lecturer
thầy có thể làm thêm nhiều bài mẫu trên lớp hơn để bọn em nắm rõ bài hơn .,0,lecturer
"mỗi khi chúng em cần hỏi gì , cô đều giúp đỡ .",0,lecturer
bằng chứng là đầu kỳ lớp thầy đông cuối kỳ các sinh viên điều chạy sang lớp khác học ké vì học thầy sợ không hiểu không thể thi cuối kỳ được .,0,lecturer
hướng dẫn tận tình trong tất cả các bài thực hành .,0,lecturer
"giảng nhiệt tình , sử dụng tốt website môn học để thảo luận , trao đổi với sinh viên .",0,lecturer
sau lễ 30 fraction 4 - 1 fraction 5 doubledot giảng viên không đến lớp để giảng dạy .,0,lecturer
"em có đi học ở một trung tâm ngoài trường , tiền học phí so với trường mình về số tiết là gần như tương đương nhau nhưng chất lượng học rất khác nhau , em được đảm bảo giờ lên lớp đúng , thực hành nói , nghe mỗi buổi học .",1,others
bài tập cho hơi khó .,1,curriculum
thầy giảng bài tận tâm và rất nhiệt tình .,0,lecturer
"cô giảng lý thuyết hơn dài , bài tập áp dụng ít chỉ toàn những bài cơ bản , khó áp dụng những bài đó để giải những bài khác nâng cấp hơn .",0,curriculum
đó là điều mà em mong muốn mỗi khi đến lớp .,3,curriculum
thầy không có dạy .,0,lecturer
"giảng viên giảng bài dễ hiểu , nhiệt tình .",0,lecturer
thầy có kiến thức quá tuyệt vời .,0,lecturer
đây là những ví dụ nhập môn mà các em học sinh lớp 8 - 9 khi bắt đầu được học về quy hoạch động để đi thi học sinh giỏi .,1,curriculum
"giảng viên vui tính , cởi mở , thỉnh thoảng cũng hay khó tính với vài học sinh lười trong lớp .",0,lecturer
"giáo viên giảng dạy nhiệt tình , hiệu quả .",0,lecturer
giáo viên tâm lý .,0,lecturer
thầy luôn lắng nghe tụi em và giải thích mọi thắc mắc cách rõ ràng .,0,lecturer
"thầy nhiệt tình , dạy dễ hiểu .",0,lecturer
mến cô .,0,others
giáo viên giảng dạy khá nhanh .,0,lecturer
"cô dạy rất dễ hiểu , điều chỉnh phù hợp với tốc độ tiếp thu của sinh viên .",0,lecturer
"thầy nhiệt tình , vui tính , thường tích cực hướng nghiệp cho sinh viên .",0,lecturer
thầy hướng dẫn tận tình mà nhẹ nhàng cho sinh viên tiếp thu .,0,lecturer
"thích nhất phần thuật toán dijktra , vì phần này nhờ cấu trúc rời rạc nên thầy giảng thì em biết .",0,curriculum
"em sắp xếp hết lịch đâu vào đấy mà thầy cứ đổi giờ , đổi tiếc thì khó cho em quá .",0,lecturer
"không có , chỉ là do em lười học nên không tiếp thu được .",3,curriculum
"thầy có vẻ hơi bận rộn , gặp thầy có vẻ khó .",0,lecturer
theo sát quá trình thực hành của sinh viên .,0,lecturer
"đúng chất một cô giáo viên gương mẫu , cô dạy rất nhiệt tình , rất nhiệt huyết với nghề và cũng rất rất quan tâm tới sinh viên chúng em , dạy bằng cả trái tim .",0,lecturer
"thầy dạy rõ ràng , dễ hiểu .",0,lecturer
"mình rất thích những kiến thức mà thầy giảng giải , tuy môn học khô khan mà em vẫn có thể chú ý lắng nghe .",0,lecturer
tốc độ dạy nhanh .,0,lecturer
"tận tình , vui tính .",0,lecturer
kết thúc môn học mà không được cái gì hết .,1,curriculum
chấm điểm gắt .,0,lecturer
cô dạy giỏi chu đáo .,0,lecturer
không nên dựa theo ví dụ trong đề cương .,1,curriculum
rèn luyện kỹ năng làm bài tập .,0,curriculum
môn học nên thêm thời gian thực hành trên lớp nhiều hơn .,1,curriculum
thầy rất nhiệt tình và quan tâm tới kiến thức của sinh viên .,0,curriculum
khả năng truyền đạt của giảng viên .,0,lecturer
"rất tận tâm , không những dạy kiến thức chuyên môn còn định hướng nghề nghiệp và đạo đức nghề nghiệp .",0,lecturer
giảng dạy rất nhiệt tình và luôn cố gắng giải đáp mọi thắc mắc của sinh viên .,0,lecturer
"giảng viên hướng dẫn nhiệt tình , dễ hiểu .",0,lecturer
"cần có tài liệu bài bản , rõ ràng .",1,curriculum
giáo viên dễ tính .,0,lecturer
giảng viên nói tiếng anh khó nghe và khó hiểu .,0,lecturer
"thầy giảng bài hơi nhàm chán , bám quá sát và slide môn học .",0,curriculum
"thầy thử nói , một nhóm không ai quen biết , không chung khoa , đã vậy lại không cùng chí hướng lấy gì để cái gọi là đề ra chí hướng và cách thức thực hiện chúng .",0,curriculum
không thu hút được sự tập trung của sinh viên .,0,lecturer
"không cho bài tập về nhà , phần học thực hành có độ dễ chênh lệch rất nhiểu so với lý thuyết .",0,curriculum
"dễ hiểu , đúng giờ !",0,lecturer
từ đó cho thấy doubledot sinh viên lên lớp không được lợi ích gì vì giảng viên không chịu thướng dẫn chỉ ngồi lỳ một chỗ có khi giảng viên lại không chịu lên lớp vậy ở nhà tự học còn hơn .,0,lecturer
nhiệt tình và đúng giờ .,0,lecturer
thầy rất nhiệt vui và dạy dễ hiểu .,0,lecturer
"thầy giảng hay , hướng dẫn giải bài tập chuẩn , có chuyện vui nghe thú vị .",0,lecturer
học sinh chưa thật sự đạt được kiến thức đầy đủ .,3,curriculum
rất nhiệt tình và thân thiện với sinh viên .,0,lecturer
"hơi khó tính , bớt khó tính .",0,lecturer
nhiều kiến thức bổ ích .,1,curriculum
giảng viên tận tâm hướng dẫn sinh viên .,0,lecturer
"giảng viên nhiệt tình , có phương pháp hướng dẫn và sửa bài tập hiệu quả giúp sinh viên nhớ lâu .",0,lecturer
cô tận tâm và thân thiện .,0,lecturer
"nhiệt tình , vui vẻ , thoải mái .",0,lecturer
lý thuyết .,1,curriculum
khi được đề cập thì thầy cho đó là mục tiêu cho các bạn tự tìm hiểu nhằm phát huy tốt nhất tư duy .,1,curriculum
"nội dung môn học , kiến thức được truyền đạt rất đầy đủ .",0,curriculum
nên nêu ra những ví dụ áp dụng cho thuc tiễn tốt hơn và dạy sinh viên nhũng kiến thức cơ bản trước đã .,0,curriculum
"giảng viên chủ động tận dụng thời gian lên lớp , sắp xếp và nêu rõ các phương pháp và cho sinh viên bài tập và tài liệu đầy đủ hơn .",0,lecturer
nên trang bị thêm rèm che cửa sổ vì doubledot khi mở máy chiếu thì mấy bạn ở dưới cuối lớp xem không được rõ .,2,facility
em rất thích cách lấy ví dụ và mở rộng bài giảng của thầy .,0,lecturer
hệ thống loa không rõ .,2,facility
sự nhiệt tình và tâm huyết .,3,lecturer
lớp học chỉ hơi nóng .,2,facility
em xin cám ơn !,3,others
"cô thường xuyên cho nghỉ học ( kể cả học bù ) , tiếng anh còn nhiều sai sót trong cả phát âm lẫn phần viết .",0,lecturer
cô cho nhiều bài tập .,0,lecturer
cô wzjwz275 giảng rất chi tiết và dễ hiểu .,0,lecturer
thực hành chứa các kiến thức chưa học lý thuyết .,1,curriculum
"phòng học có máy chiếu quá mờ , đôi khi trời nắng không thể nhìn rõ .",2,facility
số lượng sinh viên quá đông cho một lớp học nên giảm khoảng 30 - 50 sinh viên .,1,curriculum
cần có nhiều giảng viên có phương pháp dạy như thầy wzjwz147 .,0,lecturer
"thầy nói nhiều như trên slide , nếu có nhiều ví dụ cụ thể thì dễ hiểu hơn .",0,curriculum
"đề thực hành khá hay , cô tạo được sự kết nối giữa giảng viên và sinh viên .",1,curriculum
dạy sát kiến thức cho việc thi cử .,0,lecturer
giải đáp rất mơ hồ .,0,lecturer
đề thi của thầy khá hay khi khai thác thực tiễn .,2,curriculum
"cô quá chất , đi dạy chỉ cần cái điện thoại .",0,lecturer
cô hơi hiền .,0,lecturer
"nhiệt tình , cung cấp kiến thức đầy đủ .",0,lecturer
"nhiệt tình trong giảng dạy , vui vẻ , hòa đồng .",0,lecturer
sẽ có thông báo đi học cụ thể trên phòng máy để sửa chữa bài tập cho những ai chưa hiểu rõ cách làm .,2,lecturer
hay la mắng sinh viên khi làm bài tập không đúng .,0,lecturer
hy vọng nhà trường nâng cấp các máy cũ trong phòng máy thực hành để sinh viên bọn em có đủ số máy để học tập .,2,facility
"giảng viên hơi khó , bài tập hơi nặng đối với những sinh viên không chuyên ngành .",0,curriculum
cập nhật nhiều kiến thức mới .,1,curriculum
"đề nghị nên lắp đặt thêm màn che ở các cửa sổ phòng học , để có thể xem rõ máy chiếu hơn .",2,facility
giáo viên nên giảng bài có trọng tâm hơn .,0,lecturer
giảng dạy ngiêm túc .,0,lecturer
thầy giải đáp các thắc mắc rất tường tận !,0,lecturer
"phòng máy cũ , nhưng nhìn chung thì không có ảnh hưởng gì vì thầy dạy rất nhiệt tình .",2,lecturer
"cô giảng dạy nhiệt tình , hết lòng , vững kiến thức , truyền đạt tốt , cách giảng dạy khá tốt .",0,lecturer
cô rất tận tâm ạ !,0,lecturer
"giảng viên ít dạy từ mới , cấu trúc ngữ pháp vdotv .",0,curriculum
tuy nhiên thường cung cấp bài tập trên lớp với thời gian hạn hẹp và chấm điểm thiếu công bằng .,0,lecturer
"giảng viên truyền đạt kinh nghiệm thực tế , đảm bảo giờ lên lớp .",0,lecturer
"dạy bằng tiếng anh , giao lưu vui vẻ .",0,lecturer
"thầy tận tâm , nhiệt tình , hòa đồng với học sinh .",0,lecturer
"thầy giảng khá chậm rãi , mạch lạc , dễ tiếp thu nên có thể giải đáp được những khúc mắc của học sinh .",0,lecturer
"giáo viên cần thông báo đầy đủ các vấn đề sinh viên cần biết trên moodle , cung cấp các slide thực hành trước các buổi thực hành để sinh viên tìm hiểu trước .",0,lecturer
"cô dạy nhiệt tình dễ hiểu , sửa bài cẩn thận chi tiết .",0,lecturer
"môn khó hiểu quá , học xong chỉ hình dung một ít về môn học , thầy dạy còn chưa hiểu hết được môn học .",1,curriculum
"phòng còn thiếu chất lượng , nhất là máy chiếu , máy chiếu gì mà mờ vàng không , làm giảm chất lượng slide trình chiếu , ảnh hưởng tới khả năng tiếp thu khi thầy wzjwz33 mô phỏng lý thuyết bằng hình ảnh .",2,facility
"thầy giảng bài ít trong khi kiến thức rất nhiều , chủ yếu bảo sinh viên lên google tìm rồi học , bài tập thực hành không đồng nhất với bài học lý thuyết , toàn thực hành trước cả bài học .",0,lecturer
giảng viên nhiệt tính tâm huyết .,0,lecturer
"môn học chỉ có 2 tiết nên kiến thức vẫn chưa truyền đạt hết , thời gian phân bố môn học chưa hợp lý lắm sáng học 3 tiết rồi chiều học 2 tiết .",1,curriculum
"slide dễ hiểu , đầy đủ .",1,curriculum
sinh viên than phiền nhiều sau 3 tuần thì mới có giảng viên khác thay thế .,1,lecturer
cô dạy vui vẻ .,0,lecturer
cần có thêm tài liệu tiếng việt vì nhiều khi không phải ai cũng giỏi tiếng anh để theo kịp slide tiếng anh .,1,curriculum
"chính vì đặc thù của môn học là như vậy , nên khi code thầy nên quay lại màn hình cho sinh viên về xem lại , thời gian code lâu , hơn nữa cho dù sinh viên hiểu code nhưng khó để hình dung các ký tự một cách chính xác .",0,lecturer
"dạy nhiệt tình , dạy hết mình .",0,lecturer
khả năng truyền đạt của giảng viên còn hạn chế .,0,lecturer
"luôn nhiệt tình , cập nhập những thông tin mới nhất cho sinh viên biết .",0,lecturer
thầy rất tận tình và hiểu sinh viên .,0,lecturer
"giáo viên giảng dạy nhiệt tình , tận tâm , tạo điều kiện tốt nhất cho sinh viên , ân cần , chu đáo .",0,lecturer
"thật kỳ là ở môn này các hệ cơ sở tri thức thuộc hệ thống thông tin và chuyên ngành khoa học máy tính gần như giống nhau về kiến thức giảng dạy , nhưng lại khác nhau về số chỉ .",1,curriculum
"sự kiên nhẫn và tận tình giảng , chỉ lỗi sai cho sinh viên khi thực hành .",0,lecturer
"cô rất tận tình , và thận thiện , cô luôn giải đáp các thắc mắc cho sinh viên dễ hiểu .",0,lecturer
"nếu có môn học nào trong học kỳ tiếp theo mà thầy giảng dạy được , mong phòng đào tạo điều kiện cho thầy tiếp tục hướng dẫn lần sau .",0,curriculum
phương pháp dạy của thầy thực sự hiệu quả và cuốn hút .,0,lecturer
"thầy khá nhiệt huyết , vui vẻ , hệ thống kiến thức cho chúng em rõ ràng .",0,lecturer
tích cực hỗ trợ sinh viên .,0,lecturer
phòng lab khoa wzjwz143 quá nóng .,2,facility
"phòng máy không đáp ứng tốt , gây khó khăn cho việc làm bài .",2,facility
"dạy nhiệt tình , vui vẻ , dễ tiếp thu .",0,lecturer
mong cô ở lâu với trường .,0,facility
"thay vì cho sinh viên thuyết trình tất cả nội dung môn học , giáo viên nên hướng dẫn nội dung môn học và cho sinh viên tìm hiểu và thuyết trình về những nội dung mới , không nằm trong khung học .",0,curriculum
nên có thêm bài tập giải trực tiếp trên lớp .,0,curriculum
truyền đạt tốt .,0,lecturer
"thầy giảng bài rất thú vị , nhiệt tình .",0,lecturer
hoạt động cho mỗi nhóm lên thuyết trình về chủ đề đã được giao .,0,lecturer
và giải đáp thắc mắc cho lớp em về code rất nhiệt tình .,0,lecturer
"thầy dạy vui , cảm ơn thầy nhiều .",0,lecturer
"thầy dạy hay , vui tính , thoải mái .",0,lecturer
cần mở thêm lớp thực hành .,1,curriculum
kiến thức chuyên môn cao .,0,curriculum
bài tập thầy nên sát với đề thi hơn .,1,curriculum
tạo được kiến thức đầu đầy đủ cho sinh viên mới vào học bộ môn này .,0,curriculum
nghỉ giờ lên lớp quá nhiều .,0,lecturer
thiết bị để làm còn ít .,2,facility
nói dễ nghe .,0,lecturer
nên phần thi lý thuyết chúng em không thể nào đảm bảo thời gian để học bài nữa .,1,curriculum
nên hạn chế chửi mắng sinh viên .,0,lecturer
giảng dạy có tâm .,0,lecturer
"cô rất tận tâm , nhiệt tình .",0,lecturer
sự tận tâm của giảng viên đối với sinh viên .,0,lecturer
do giảng viên giảng bằng tiếng anh nên với một số bạn không học tốt anh văn như em thì để hiểu được bài giảng quả là một việc khó khăn .,0,lecturer
cầu kỳ .,3,others
thầy hiền và dễ thương .,0,lecturer
nên có đề cương ghi thông tin rõ ràng hơn về các bài thực hành .,1,curriculum
cô dạy quá tốt .,0,lecturer
"thầy dạy dễ hiểu , dễ tiếp thu , nhiệt tình với sinh viên , tâm huyết với bài giảng .",0,lecturer
tạo không khí vui vẻ khi giảng dạy .,0,lecturer
hy vọng môn nào cũng như môn này thì quá tốt .,3,curriculum
"thầy rất tốt , có nhiều phương pháp dạy hay , mong thầy tiếp tục phát huy .",0,lecturer
"thầy dạy dễ hiểu , có cho làm bài tập .",0,lecturer
giọng nói khó nghe .,0,lecturer
thầy không nên cho tụi em trốn học nhiều quá colonbigsmile .,0,lecturer
tránh giảng vòng vo và phớt lờ nội dung chính của bài học .,0,lecturer
"giảng viên nhiệt tình , thân thiện với sinh viên .",0,lecturer
"nói tiếng anh rất hay , tận tình với học sinh .",0,lecturer
khi lên lớp thầy chỉ đọc slide từ đầu tới cuối và thầy bảo tụi em chép vào .,0,lecturer
vật chất cần cải tiến .,2,facility
môn học cần có một giáo án rõ ràng hoặc một giáo trình để sinh viên nắm rõ là mình đang học về cái gì .,1,curriculum
"cách truyền đạt của cô tốt , nhưng nghe một lúc dễ buồn ngủ , học liên tục bốn tiết nên khoảng hai tiết sau cũng có một số bạn ngủ gật .",0,lecturer
giáo viên rất tận tâm và nhiệt tình .,0,lecturer
"chỉ cần tổ chức các cuộc thi học thuật , trường phải nhúng tay vào , kêu tài trợ nhiều lên , giải thưởng cao lên , có tiền sinh viên sẽ nghiên cứu thôi .",1,others
phòng thực hành còn chưa đảm bảo đủ số lượng học sinh của lớp học thực hành .,2,facility
"trợ giảng tận tình , dễ chịu , giảng viên chính hầu như không có mặt .",0,lecturer
"khả năng truyền đạt tốt , dễ hiểu , nhiệt huyết , giảng hay .",0,lecturer
"phòng lab thực hành đã quá cũ nát , nên cải tiến và xây dựng hệ thống phòng lab để sinh viên có thể thực hành các kỹ năng của môn học này .",2,facility
lớp quá đông .,3,curriculum
"cô dạy hay , dễ hiểu , giảng kỹ , thân thiện với sinh viên .",0,lecturer
dạy rất chi tiết .,1,lecturer
cảm ơn thầy đã sửa bài cho lớp trong những tháng qua .,0,lecturer
"giảng viên tận tâm , kỹ năng truyền đạt tốt .",0,lecturer
giáo viên dạy toàn trong sách giáo trình .,0,curriculum
"giảng viên không giới thiệu về nội dung học và kiểm tra ( thi ) , nội dung kiểm tra ( thi ) quá dài so với thời gian làm và phân bố điểm không phù hợp .",0,curriculum
điều này thiếu ở nhiều bộ môn khác .,1,others
do khi ra trường các công ty chủ yếu đánh mạnh phần thực hành và vận dụng .,3,curriculum
giáo viên truyền đạt kinh nghiệm thực tế nhiều .,0,lecturer
giảng dạy thú vị .,0,curriculum
ghi chép quá nhiều .,0,lecturer
"giảng viên nhiệt tình , năng động , giảng bài dễ hiểu .",0,lecturer
em nghĩ thầy nên cho nhiều bài tập về nhà để làm hơn .,0,curriculum
cô nên thư giản tí colonsmallsmile .,0,others
thầy nên điểm danh các bạn khi lên lớp nhiều hơn colonsmilesmile .,0,lecturer
thầy chỉ dạy rất tận tình .,0,lecturer
"cô này chỉ hỗ trợ thầy wzjwz185 , chưa thấy cụ thể công việc .",0,curriculum
"xếp nhóm ngẫu nhiên để sinh viên thích nghi với bạn mới , không lệ thuộc vào một nhóm bạn , tích cực tương tác với lớp , không quá nghiêm khắc gây áp lực cho sinh viên , hòa đồng colonlove .",0,curriculum
"tăng tiết môn học thực hành , mở rộng bài tập để ứng dụng vào thực tế .",1,curriculum
"tận tâm , nhiệt tình , vui vẻ .",0,lecturer
"hoặc nếu thấy bất tiện thì trường em nghĩ trường cần có một phòng chuyên môn luôn có giảng viên doubledot một là để sinh viên có thể chủ động hỏi , thực hành mỗi khi cần thiết .",1,facility
"đến lớp đúng giờ , nói rõ ràng , dễ nghe .",0,lecturer
tạo được môi trường thảo luận sôi nổi .,1,lecturer
quá nhiều thứ phải làm trong môn học này .,1,curriculum
"giảng viên cần sự dụng máy chiếu , không nên ghi bảng quá nhiều làm mất thời gian , bài tập có thể đưa lớp trưởng để photo ra , không vần chép lên bảng gây mất thời gian .",0,curriculum
giảng viên giảng rất dễ hiểu .,0,lecturer
"thầy mới ra trường nên kiến thức chưa sâu , nhiều lúc thầy lúng túng trong các câu hỏi của sinh viên .",0,lecturer
thầy dạy rất dễ hiểu bài .,0,lecturer
"giảng viên dạy hay , sửa bài tập kỹ .",0,lecturer
"rất tệ , khả năng truyền đạt không cao và không hề tận tình .",0,lecturer
giảng viên cho điểm quá trình một cách chủ quan .,0,lecturer
mong cô có thể đi dạy đúng giờ .,0,lecturer
đảm bảo đủ giờ lên lớp .,0,lecturer
thầy có vẻ hơi khó tính chút xíu nên học sinh hơi bị thụ động trong phát biểu và giải bài tập .,0,lecturer
cô ít cười đôi khi gây cảm giác căng thẳng trong học tập .,0,lecturer
thầy tuấn dạy hay nhưng chép bài nhiều quá .,0,lecturer
cần có thêm vài ví dụ cụ thể .,1,curriculum
cách truyền đạt không hiệu quả lắm .,0,lecturer
dạy rất nhiệt tình .,0,lecturer
"làm đa số học sinh chán , không hiểu bài nên không muốn đi học .",1,curriculum
thầy dạy tốt và nhiệt tình .,0,lecturer
"giảng viên nhiệt tình , thân thiện , giảng dạy hiệu quả , dễ tiếp thu , liên tục update bài tập lên moodle để sinh viên dễ dàng làm bài .",0,lecturer
nhiệt tình hết mình trong công việc giảng dạy và với sinh viên .,0,lecturer
tình huống hay .,3,others
thêm nhiều bài tập về nhà hơn .,1,curriculum
phương pháp giảng dạy tốt .,0,lecturer
"môn học thầy dạy truyền đạt hiệu quả , tụi em dễ tiếp thu .",0,curriculum
"cô giảng bài dễ hiểu , nói chuyện rất truyền cảm .",0,lecturer
giảng viên dạy luôn đúng giờ .,0,lecturer
"thầy dạy rất hay , truyền cảm tốt , phong cách giải toán có một không hai , thiếu buổi nào là bù buổi đó .",0,lecturer
"bài thầy ghi chi tiết , giảng khá dễ hiểu .",0,lecturer
"tiết học thú vị , giảng viên dạy hay , rất dễ hiểu .",0,lecturer
giảng viên giảng dạy tận tâm đưa ra nhiều bài tập cùng ví dụ minh họa .,0,lecturer
tăng số lượng kit thực hành !,1,facility
"lớp thực hành quá nhàm chán , sinh viên chỉ lên lớp có lệ .",1,curriculum
cô giảng bài giống như việc cô không biết mình giảng gì và cô thường xuyên kêu các bạn về xem lại trong sách .,0,lecturer
"cô nhiệt tình , giúp đỡ sinh viên rất nhiều .",0,lecturer
thêm giờ sửa bài tập các chương sau .,1,curriculum
"thầy ít hướng dẫn trong giờ thực hành , chỉ giao bài tập cho sinh viên làm ai hỏi thầy mới chỉ .",0,lecturer
"giảng viên nhiệt tình trong giảng dạy , giảng dạy dễ hiểu , nhiều ví dụ , bài tập để sinh viên thực hành .",0,lecturer
"thầy giảng bài rất chi tiết , dễ hiểu .",0,lecturer
"giảng viên tận tình giảng dạy , quan tâm đến sinh viên .",0,lecturer
"tích cực trong giảng dạy , vui vẻ , dễ gần .",0,lecturer
chưa được chuyên sâu về nội dung lắm .,1,lecturer
cần bổ sung các kiến thức về kiến trúc của dbms .,1,curriculum
vì giữa kỳ do em bỏ lở .,3,curriculum
"phong cách dạy rất hay , rất dễ hiểu , tận tâm , nhiệt tình .",0,lecturer
"giảng chi tiết , giải bài tập nhiều .",0,lecturer
nhanh nhẹn .,0,lecturer
"đôi khi thầy hay trễ bài tập trên moodle , và một điều nữa là cả học kỳ thầy chỉ điểm danh một lần và nghe các bạn nói là thầy lấy điểm quá trình vào hôm đó .",0,lecturer
chúng em học được rất nhiều điều từ thực tế thông qua những câu truyện cô kể .,1,lecturer
trình bày vấn đề một cách chính xác và dễ hiểu .,0,lecturer
dạy hơi chán .,0,lecturer
em xin hết .,3,others
"nhiệt tình , dạy hay , dễ hiểu .",0,lecturer
tránh trường hợp sử dụng phòng wzjwz136 vì phòng này rất nhỏ không đảm bảo để cho việc thực hành .,2,facility
cần cung cấp tài liệu nhiều hơn .,1,curriculum
mong cô cải thiện kỹ năng trình bày bảng ạ !,0,curriculum
"giảng viên không thực sự nhiệt tình với công việc giảng dạy của mình , thường xuyên vắng tiết không thông báo .",0,lecturer
"cô giảng khá kỹ , nhưng hơi chậm .",0,lecturer
giảng viên dạy hay và sôi nổi .,0,lecturer
dễ hiểu xinh gái .,0,others
"khi kiểm tra trên lớp không thông báo trước , sinh viên chưa chuẩn bị bài kỹ .",1,lecturer
giảng viên ôn tập tập trung nhiều vào một chủ đề mà qua nhiều chủ đề khác .,0,lecturer
sinh viên hoang mang không biết mình đang học những gì .,1,curriculum
khá tận tâm và quân tâm đến sinh viên .,0,lecturer
"cần có phòng học chất lượng hơn , yên tĩnh để sinh viên có thể tiếp thu tốt hơn .",1,facility
tận tình trong giảng dạy .,0,lecturer
"nên đưa ra một số bài tập giải mẫu , nêu lên một số lỗi thường gặp .",0,lecturer
thực hành vui .,1,curriculum
"giảng viên rất nhiệt tình trong việc giảng dạy , luôn dành thời gian trả lời những câu hỏi của sinh viên .",0,lecturer
giọng đọc tương đối giống bản ngữ và phát âm tiếng anh khá chuẩn .,0,lecturer
sử dụng thời gian ở lớp hiệu quả .,2,lecturer
giảng dạy theo phương pháp hoạt động nhóm .,0,curriculum
"kéo dài thời gian gây ra cảm xúc "" ức chế "" cảm xúc này dẫn đến ảnh hưởng việc tiếp thu bài ngay sau đó không hiệu quả và còn phản tác dụng .",0,curriculum
"quan trọng nhất là việc giảng rất hay quên mà không chịu note lại , trong khi đó sinh viên đã nhắc nhiều lần , và hay nhớ lung tung .",0,lecturer
được đăng trên website môn học .,0,others
lên lớp giảng giải nhiệt tình .,0,lecturer
"mong thầy giảng bài cỡ 15 - 30 phút rồi nghỉ 5 phút để trò chuyện với sinh viên về cuộc sống , kinh nghiệm học tập thời sinh viên của thầy , vdotv .",0,lecturer
cô rất quan tâm sinh viên .,0,lecturer
"có trả lời thắc mắc dễ hiểu , ngắn ngọn .",0,lecturer
"môn học không khả dụng , tốn thời gian sinh viên .",1,curriculum
thầy dễ chịu dễ hiểu .,0,lecturer
thầy hướng dẫn sinh viên cách tư duy để giải quyết vấn đề .,0,lecturer
"kiểm tra thì cực kỳ vô lý , phải làm những bài viết loàng ngoằng chẳng khác gì học sinh cấp 3 .",1,curriculum
sinh viên không hiểu lắm .,3,others
"thầy không nhiệt tình trong cách dạy , cũng như hướng dẫn sinh viên thực hành .",0,lecturer
"học để giao tiếp nên chú trọng giao tiếp hơn , môn quá tập trung vào ngữ pháp và các bài nghe với level khó , trong khi tốc độ giao tiếp bình thường chậm hơn nhiều , thậm chí mình giao tiếp với người ngoại quốc còn thấy dễ nghe và dễ hiểu hơn nghe các file nghe trong bài học , điều này hoàn toàn không giúp sinh viên khá hơn .",1,curriculum
giảng viên nhiệt tình và tận tâm .,0,lecturer
"thầy giảng bài rất hay , là người rất tâm huyết và nhiệt tình .",0,lecturer
"thầy tuy rất dễ , nhưng việc không điểm danh và tạo deadline cho các buổi thực hành sẽ gây ra ảnh hưởng tiêu cực nhiều hơn tích cực .",0,lecturer
"cách dạy sinh động , không máy móc .",0,lecturer
các bài tập thực hành và hoạt động giảng dạy của thầy đáp ứng đủ yêu cầu cơ bản của môn học .,1,curriculum
"giảng viên nhiệt tình , có kỹ năng truyền đạt tốt .",0,lecturer
em không liên hệ được mối quan hệ giữa chương trình học theo sách và đề thi .,1,curriculum
giảng viên chưa đi sâu vào vấn đề bài học .,0,lecturer
"giảng viên dạy dễ hiểu , có định hướng .",0,lecturer
thầy dễ tính vui vẻ .,0,lecturer
hầu như không có điều không hài lòng .,3,others
cách truyền đạt hơi khó hiểu .,0,lecturer
"cô dạy rất nhiệt tình , tận tâm , vui vẻ .",0,lecturer
"thầy vui tính , dạy tốt .",0,lecturer
sự tận tình .,0,others
cần làm nhiều bài tập trên lớp .,1,facility
"qua hai học kỳ được học các môn học do thầy wzjwz110 giảng dạy , thầy dạy rất được .",0,lecturer
nên cho thêm bài tập nhóm để học sinh thảo luận .,1,lecturer
"cô dạy rất hay , nhiều mini game hấp dẫn .",0,curriculum
hài lòng với chất lượng giảng dạy của giảng viên này .,0,lecturer
"cô dạy rất nhiệt tình , tận tâm , cách dạy dễ hiểu .",0,lecturer
"cần cải tiến trang thiết bị phòng học , wifi .",2,facility
"thầy giảng mà bảo tự mò trên mạng rồi nói lại cho thầy , cách giảng dạy khá mơ hồ khó hiểu , không chi tiết .",0,lecturer
"cho nhiều bài tập , cách hướng dẫn , tài liệu kỹ hơn .",1,lecturer
"thầy làm việc không hề có kế hoạch , cho sinh viên quá nhiều bài tập có khi lên tới 36 bài trên một tuần với 34 sinh viên rồi lại bảo "" các em còn học mấy môn khác nữa mà "" .",0,lecturer
bọn em không thể nghe rõ .,3,others
giáo viên cần tích cực hơn nữa trong giảng dạy trên giờ thực hành .,0,lecturer
""" ờ ờ a a "" toàn nói được mấy từ tiếng anh cơ bản , từ nào khó khó cái lướt qua hay nuốt âm mất tiêu , đã vậy sinh viên hỏi thì trả lời bằng tiếng việt trong khi bắt sinh viên phải hỏi bằng tiếng anh ?",0,lecturer
vấn đề không thể nắm bắt được hết .,1,curriculum
tổ chức nhiều hoạt động nhóm .,1,lecturer
không làm bài thuyết trình nhưng vẫn được nộp báo cáo .,0,curriculum
